artist_name,track_name,spotify_song_id,spotify_artist_id,display_key,genre,parse_status,issue_count,priority_score,issue_types,issue_summary,source_version_count,section_snapshot,suggested_search_query,review_status,review_notes,override_action,override_section,override_progression,source_url_1,source_url_2
Kari Jobe,The Blessing,2lIB1TU0Cqnc6RuYDjc92z,5XlSS9O4eHRiJ0hKzbaFQ2,C,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 1.00.",2,verse=6m 4 1 5 6m 4 1 5 | chorus=6m 4 1 5 | bridge=6m 4 1 5 6m 4 1 5 6m 4 1,Kari Jobe The Blessing chords,,,,,,,
Leeland,Majesty,62U9SPNDUlNdhsqQ4aWZmm,6j1fmLreVuAay7k6Gudfa2,D,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.77.",2,verse=1 3m 4 1 4 1 5 1 3m 4 1 4 1 5 6m 5/7 1 6m 5/7 1 | chorus=5 6m 4 1 3m 6m 2m,Leeland Majesty chords,,,,,,,
Matt Maher,Remembrance (Communion Song),4U1kozpFOiKDYb7CDjqPt7,1dPl8axUL09mso0myZqPZW,E,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.78.",2,verse=1 4 1 4 1 2m 4 | chorus=1 2m 1 2m 1 2m 1 2m 4 5 1 | bridge=4 1 4 5 1 5 4 5 4,Matt Maher Remembrance (Communion Song) chords,,,,,,,
Meredith Andrews,Open Up the Heavens,618wOV2U1XbUrhJqw4PwIW,6qk2W9h3eE5UtPJlIatzsY,G,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.69.",2,verse=1 4 1 4 6m 4 6m 4 | chorus=1 4 6m 5 1 | bridge=1 6m 5 4 1 6m 5 4,Meredith Andrews Open Up the Heavens chords,,,,,,,
Michael W. Smith,Awesome God,089YdobV7859anDvVu1TsY,5aBxFPaaGk9204ssHUvXWN,C,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.82.",2,verse=1 5/7 6m 4 1 5/7 6m 4 1 5/7 6m 4 1 5/7 6m 4 2m 1/3 4 5 2m 1/3 4 5 | chorus=1 5/7 6m 4 1 5/7 6m 4 | bridge=1 2m 6m 4,Michael W. Smith Awesome God chords,,,,,,,
Newsboys,God's Not Dead (Like A Lion),0eI19vR5WZ12fuYcEFUVkw,1SZMaiNHfdUuU0qZKZ6y62,A,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.30.",2,verse=3 2 3 | chorus=6 5 3 6 5 3 6 5 3 6 5 3 | bridge=3,Newsboys God's Not Dead (Like A Lion) chords,,,,,,,
Passion,Follow You Anywhere - Live,3OhF89cVIbCq5oG4syZ3dr,6piIAIurGAryW5h1rqQC16,C,alt-rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.95.",2,verse=1 4 1 4 6m 5 4 6m 5 4 | chorus=1 1/3 4 5 6m 1/3 5 1 1/3 4 5 6m 1/3 5 | bridge=1 4 1 4 1 4,Passion Follow You Anywhere - Live chords,,,,,,,
Passion,Here For You - Live,35xxlDrbgHAbOMYLoTrImH,6piIAIurGAryW5h1rqQC16,G,alt-rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.66.",2,verse=2m 1 4 6m 1 6m 1 4 1 4 1 6m 5 1 5 1 | chorus=2m 1 4 1 5 1 5 1 | bridge=6m b7 2m 6m b7 2m 6m b7 2m,Passion Here For You - Live chords,,,,,,,
Passion,It Is Finished - Live,6CAEUmlr6iQeJRqgJXkouf,6piIAIurGAryW5h1rqQC16,F,alt-rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.87.",2,verse=5 1/3 4 5 1/3 4 5 1/3 4 6m 5 | chorus=1 5 6m 5 4 1 5 6m 5 4 1 | bridge=1 2m 1/3 4 1 2m 1/3 4 1 2m 1/3 4 1 2m 1/3 4,Passion It Is Finished - Live chords,,,,,,,
Passion,King Of Glory - Live,38Gl5B0Ixqmeon96E2xsMl,6piIAIurGAryW5h1rqQC16,D,alt-rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is sections_explicit, and progression similarity is 0.38.",5,verse=1 5 4 1 5 4 1 5 4 1 5 | chorus=6 5 4 6 5 4 | bridge=1 4 6 4,Passion King Of Glory - Live chords,,,,,,,
Passion,My Heart Is Yours - Radio Version,1s4YQ8NGWahmewapzQz83s,6piIAIurGAryW5h1rqQC16,G,alt-rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.79.",2,verse=1 5/7 6m 1 5/7 6m 4 1 5/7 6m 4 1 5/7 6m 4 | chorus=1 5/7 6m 4 1 5/7 6m 4,Passion My Heart Is Yours - Radio Version chords,,,,,,,
Paul Baloche,Joy to the World/Our God Saves,5theMlNBtF80y4WXPzSCAZ,1jH3GuQCPI87UrS0hcScHr,E,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.82.",2,verse=1 1 5 1 4 5 1 4 5 1 | chorus=5 6m 4 1 4 1 6m 5 6m 4 1 4 1 6m 5 | bridge=5/1 1 2m/1 1 2m/1 1 5/1 1 2m/1 1 2m/1 1 5/1 1 2m/1 1 2m/1 1,Paul Baloche Joy to the World/Our God Saves chords,,,,,,,
Phil Wickham,Living Hope,6nVm313QmsPlNllntTart1,5d1JhBfyb58upMXCZOdbQu,C,alternative,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.60.",3,verse=1 5 4 6m 5 1 5 4 5 1 4 1 6m 5 1 5 4 5 1 | chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1,Phil Wickham Living Hope chords,,,,,,,
Phil Wickham,Messiah / You're Beautiful,6vLOjUphbNT9Q21euUuCSZ,5d1JhBfyb58upMXCZOdbQu,E,alternative,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.87.",2,verse=6m 5 1/3 2m 1 | chorus=4 6m 5 4 5 6m 1 | bridge=2m 1 4 5 2m 6m 5 1/3,Phil Wickham Messiah / You're Beautiful chords,,,,,,,
Phil Wickham,This Is Amazing Grace,0RW1xWSPxmbXf012RN3yWl,5d1JhBfyb58upMXCZOdbQu,C,alternative,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.80.",4,verse=1 4 6m 5 4 1 4 6m 5 4 | chorus=1 4 6m 5 1 4 6m 5 1 | bridge=4 6m 4 1 4 6m 5 4,Phil Wickham This Is Amazing Grace chords,,,,,,,
Phil Wickham,Till I Found You,5wrTjji1a7OkZfTo9TKesB,5d1JhBfyb58upMXCZOdbQu,G,alternative,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.67.",2,verse=5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 | chorus=5 6m 1 5 6m 1 5 6m 1 5 6m 1,Phil Wickham Till I Found You chords,,,,,,,
Planetshakers,Rain Your Glory Down - Live,6ftibLL1IO1tlGVgYrul0k,5A0SFJQSdSjFHGcndiGT1s,C#,alt-rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.89.",3,verse=5 1/3 4 5 1/3 4 5 1/3 4 | chorus=1 5/7 6m 4 1 5/7 6m 4 | bridge=5 1/3 4 5 1/3 6m 4 5 1/3 4 5 6m,Planetshakers Rain Your Glory Down - Live chords,,,,,,,
Planetshakers,The Anthem (Full Song) - Live,3JTAiYMIby5pLUjJCcuYSS,5A0SFJQSdSjFHGcndiGT1s,C,alt-rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.46.",2,verse=4 6m 5 4 6m 5 4 6m 5 4 6m 5 2m 1/3 5 2m 1/3 5 | chorus=6m 5/7 1 2m 6m 5 6m 5/7 1 2m 6m 5 4 6m 5 2m 6m 5 4 6m 5 2m 6m 5 | bridge=4 5 4/6 5/7 7m 6/b2 2 3m 7m 6 7m 6/b2 2 3m 7m 6 5 7m 6 3m 7m 6 5 7m 6 3m 7m 6,Planetshakers The Anthem (Full Song) - Live chords,,,,,,,
Planetshakers,This Is Our Time - Live,1lBwL3aelajbfCPVoaShv3,5A0SFJQSdSjFHGcndiGT1s,E,alt-rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.79.",2,verse=6m 4 1 5 4 1 5 | chorus=4 1 3m 4 1 3m 4 | bridge=6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 1,Planetshakers This Is Our Time - Live chords,,,,,,,
Rebecca St. James,Breathe,0TbBIyH8RXlKV07wM8HAVh,1SaELUYn7deVoQ9kGDGUD9,G,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 1.00.",2,verse=1 4 1 4 1 5 6m 5 4 1/3 5 | chorus=1 5 1 4 6m 5 1 5 1 4 6m 5,Rebecca St. James Breathe chords,,,,,,,
Rebecca St. James,God Of Wonders,48KaIgFvmv89sjYpb7uQiV,1SaELUYn7deVoQ9kGDGUD9,F,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.46.",2,verse=4 5 2 6m 4 5 2 6m 4 5 2 6m 4 5 | chorus=6m 1 2 4 6m 1 2 4 6m | bridge=4 b3 5 b7 1 2,Rebecca St. James God Of Wonders chords,,,,,,,
Rend Collective,Free As A Bird,7u4cUui2v5v3fLC3fp8eBq,11Y54BxlxC3UIAUkU2eadQ,C,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.88.",2,verse=6m 4 5 1 4 1 5 4 1 5 | chorus=1 4 1 5 4 1 6m 4 1 5 4 1 5 4 1,Rend Collective Free As A Bird chords,,,,,,,
Rivers & Robots,Shepherd of My Soul,5JNhtYiyGpQQ6pDFtfpLLz,41yDmxekjnWShKi6nRmzZ4,C,ambient,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is sections_explicit, and progression similarity is 0.31.",6,verse=5 1 5 6m 5 1 5 1 6m 5 4 1 5 1 5 6m 5 1 5 1 6m 5 4 1 6m 2m 1 6m 2m 1 5 1 5 6m 1 3m 1 6m 5 4 1,Rivers & Robots Shepherd of My Soul chords,,,,,,,
Shane & Shane,Come Thou Fount (Above All Else),5yZcK6LIBxD6Ia5vYuEr6v,2LFbgsbEhfilNpQYW7mied,D,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.77.",8,verse=6m 2m 5 1 6m 5 1 6m 2m 5 1 6m 5 1 3m 6m 2m 5 1 6m 2m 5 1 5 1 5 1/3 4 1/5 5 1,Shane & Shane Come Thou Fount (Above All Else) chords,,,,,,,
Shane & Shane,"Holy, Holy, Holy (We Bow Before Thee)",1e58fEprNEGwk1Btxmfaac,2LFbgsbEhfilNpQYW7mied,C,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.80.",2,verse=1 5/1 1 4/1 1 5/1 6m/1 2/1 5/1 1 5/1 1 4/1 1 6m/1 1 4/1 1 2m/1 5/1 1 | chorus=6m 2m 5 2m 5 2m 5 1 6m 2m 5 2m 5 2m 5 1,"Shane & Shane Holy, Holy, Holy (We Bow Before Thee) chords",,,,,,,
Shane & Shane,I Will Wait for You (Psalm 130) [Live],4FwOCO9W6aH5QSh7dix8ey,2LFbgsbEhfilNpQYW7mied,C,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.85.",4,verse=6m 5/7 1 4 6m 5 3m 4 1 5 1 | chorus=4 5 6m 1 4 5 6m 5/7 1 5 4,Shane & Shane I Will Wait for You (Psalm 130) [Live] chords,,,,,,,
Shane & Shane,Psalm 139 (Far Too Wonderful),3MS8o3UWQkGdFmhQ8vrFDP,2LFbgsbEhfilNpQYW7mied,E,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.48.",4,verse=1 b3 4 1 4 1 4 1 4 5 b3 4 b3 1 b7 | bridge=b6 7 1 b6 7 1 b6 7 1 b6 7 1m 1m b6 7 1 b6 7 1,Shane & Shane Psalm 139 (Far Too Wonderful) chords,,,,,,,
Shane & Shane,"Psalm 23 (Surely Goodness, Surely Mercy)",2Zxili8AmCuqiomg9HzTgH,2LFbgsbEhfilNpQYW7mied,G,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.69.",5,verse=5 1 2m 1 4 1 6m 5 1 5 1 2m 1 4 1 4 5 1 5 6m 1 4 1 4 5 1,"Shane & Shane Psalm 23 (Surely Goodness, Surely Mercy) chords",,,,,,,
Shane & Shane,Psalm 34 (Taste and See),4JDmqxJrJS9FoMPzWmILkQ,2LFbgsbEhfilNpQYW7mied,D,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.77.",5,verse=4 1 5 4 1 4 1 5 4 1 | chorus=6m 4 1 6m 4 1 5 6m 4 1 6m 4 1 5 | bridge=6m 4 6m 4,Shane & Shane Psalm 34 (Taste and See) chords,,,,,,,
Shane & Shane,Psalm 98 (Sing Unto the Lord),2wXbVH6oQtUPMcZrlUqnPs,2LFbgsbEhfilNpQYW7mied,D,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.87.",9,verse=5 1 4 1 5 5 1 4 1 4 1 5 1 5 1 4 5 5 1 4 1 4 1 5 1,Shane & Shane Psalm 98 (Sing Unto the Lord) chords,,,,,,,
Tasha Cobbs Leonard,Fill Me Up - Live,4kWYHpCHIuyK3ivhlbdit7,5YxebzzreNswbtYC1td4cx,C,gospel,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.53.",3,verse=6m 1 6m 1 6m 1 6m 5 1 6m 1 6m 1 6m 1 6m 4 | chorus=6m 1/3 4 5,Tasha Cobbs Leonard Fill Me Up - Live chords,,,,,,,
Tasha Cobbs Leonard,For Your Glory - Live,0ruqgF5YjYjQPr0uwQsvYQ,5YxebzzreNswbtYC1td4cx,D,gospel,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.76.",3,chorus=1 5 4 5 6m 5 1 5 4 5 6m 5 4 6m 5 4 6m 5 4 6m 5 4 | bridge=5 6m 3m 4 5 6m 4 5 6m 3m 4 6m 5,Tasha Cobbs Leonard For Your Glory - Live chords,,,,,,,
Tasha Cobbs Leonard,You Know My Name,0Dlm41iXvTsIVsEOce3yX6,5YxebzzreNswbtYC1td4cx,C,gospel,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 1.00.",2,verse=1 5 1 5 1 5 1 5 | chorus=1 5 1 5 1 3m 1 5 | bridge=1/6 5/7 1 3m 1/6 5/7 1 3m,Tasha Cobbs Leonard You Know My Name chords,,,,,,,
Tenth Avenue North,You Are More,72VNLbfQELdPaKMTNjT2eB,7v35CkHBaT1SStgQHl95a0,G,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.80.",3,verse=6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 2m 6m 5 | chorus=6m 4 1 5 6m 4 1 5 | bridge=4 5 6m 5/7 4 5 6m 5/7,Tenth Avenue North You Are More chords,,,,,,,
Tree63,Look What You've Done - Tree63 Album Version,7mP3P3kptXrADpx3qRXIFb,6x5SSOrpZwjUi8zfLBOQi7,D,rock,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 1.00.",2,verse=6m 4 6m 4 5 4 1 6m 4 6m 4 5 4 1 5 4 1 5 4 1 6m 4 5 1 5 4 1 6m 4 6m 4 5 4 1 6m 4 6m 4 5 4 1 5 4 1 5 4 1 6m 4 5 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 ,Tree63 Look What You've Done - Tree63 Album Version chords,,,,,,,
William McDowell,Here I Am To Worship,670aUcfPo0wqkLWWmiBvKf,6PTGRlwNbg36Mu4boWlixN,A,gospel,sections_explicit,1,78,source_version_conflict,"Imported versions disagree for this same song. Active parse status is sections_explicit, alternate version is unsectioned_full_song, and progression similarity is 0.65.",3,verse=7 1 5 7 1 5 7 1 5 7 1 5 | chorus=7 1 5 7 1 2 6m 7 3m 1 1m | bridge=1 5 1 5 1 5 6m 2,William McDowell Here I Am To Worship chords,,,,,,,
Ajay-Atul,Sapna Jahan,5PM1dIibpTR57jlugvjNSM,5fvTHKKzW44A9867nPDocM,Eb,pop-film,sections_explicit,1,64,repeated_section_disagreement,"verse occurrences differ more than expected (verse_1 vs verse_2, similarity 0.50).",1,verse=2 5 6m 1 2 6m 2 5 2 5 | chorus=6m 1 2 4 3m 6m 1 2 4 5 | bridge=6m,Ajay-Atul Sapna Jahan chords,,,,,,,
Alvin Slaughter,He Is Here - Live,0YB72X7l89X65XKZRuhp40,143WrhdpwUoOhMFKVTIYvs,G,gospel,sections_explicit,1,64,repeated_section_disagreement,"verse occurrences differ more than expected (verse_1 vs verse_3, similarity 0.57).",1,verse=5 1 4 5 1 3m 6m 4 1 2m 3m 5 | chorus=1 6m 2m 5 1 3m 6m 4 3 6m 2m 1 b7 5 4,Alvin Slaughter He Is Here - Live chords,,,,,,,
Bethel Music,You Don't Miss A Thing - Live,6VvCQvuBTpGrUNad2SiuT3,26T4yOaOoFJvUvxR87Y9HO,A,ambient,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_2 vs chorus_3, similarity 0.56).",1,verse=1 5 6m 4 1 5 6m 4 1 5 2m 4 1 5 2m 4 | chorus=1 2m 1/3 4 1 2m 1/3 4 1 5 6m 4,Bethel Music You Don't Miss A Thing - Live chords,,,,,,,
Building 429,Fear No More,2dRkBASYztFHahOf5GNeQ9,6Le23Aqwqi28fQUzfv4dHY,A,rock,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_1 vs chorus_3, similarity 0.27).",1,verse=1/3 4 6m 5 1/3 4 6m 5 1/3 4 6m 5 4 6m 5/7 | chorus=1 5 6m 4 1/3 5 6m 1 5 6m 4 | bridge=1/3 4 6m 5 1 4 6m 5 1/3 4 6m 5 1 4 6m 5 1/3 4 6m 5 1/3 4 6m 5,Building 429 Fear No More chords,,,,,,,
Byron Cage,Glory To Your Name,0GZBKJocK1lAfBQMzujOcs,1bxsoj9E6Z2GoHVIswbRez,Eb,gospel,sections_explicit,1,64,repeated_section_disagreement,"verse occurrences differ more than expected (verse_1 vs verse_3, similarity 0.05).",1,verse=b6m b2m 7 #4 b3m b6 7 #4 7 6 b6 b2m 7 #4 #4m b6 7 #4 7 | chorus=4m 5m 1 1m 4 2m 5m b7 5m 1 5 1 1m 4m 4 b3 b7 1 1m 4 2m b7 1 5 1 1m 4m b7 5m 1,Byron Cage Glory To Your Name chords,,,,,,,
Carroll Roberson,Jesus Takes My Burdens Away,4UJibHGKedXir7mJrtZ8Mj,5CWsZKgxzJ2AqxtpmHWNFK,F,gospel,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_1 vs chorus_4, similarity 0.00).",1,verse=4 5 1 4 5 1 | chorus=1 2m 5 2m 6m 2m 5 4 1,Carroll Roberson Jesus Takes My Burdens Away chords,,,,,,,
Ernie Haase & Signature Sound,Clear Skies,5bAD4y1hdim4raSChAA8U6,3Qp9Qtdb5G8QYHWfe5qxi0,E,gospel,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_1 vs chorus_3, similarity 0.21).",1,verse=1 4 1 5 1 4 1 5 1 | chorus=6m 2 4 1 6m 2 4 5 1 4 1 4 6m 5 4 1 4 1,Ernie Haase & Signature Sound Clear Skies chords,,,,,,,
Ernie Haase & Signature Sound,Give Me Jesus,5SKH7IvKwRKObrH43aIt7d,3Qp9Qtdb5G8QYHWfe5qxi0,G,gospel,sections_explicit,1,64,repeated_section_disagreement,"verse occurrences differ more than expected (verse_1 vs verse_2, similarity 0.10).",1,verse=1 4 1 4 1 4 1 5 1 4 | chorus=6 3 6 3,Ernie Haase & Signature Sound Give Me Jesus chords,,,,,,,
Ernie Haase & Signature Sound,Heaven Is,7cGE8kvBbN3BxqzxRXZIar,3Qp9Qtdb5G8QYHWfe5qxi0,G,gospel,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_2 vs chorus_3, similarity 0.29).",1,verse=1 5 1 4 1 4 1 5 | chorus=4 1 1m 1 4 b7 4 1 4 2,Ernie Haase & Signature Sound Heaven Is chords,,,,,,,
Ernie Haase & Signature Sound,The Plan Of Salvation - Get Away Jordan Album Version,0GJ5VKxX8NiCWrZmDdDhUs,3Qp9Qtdb5G8QYHWfe5qxi0,C,gospel,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_1 vs chorus_3, similarity 0.22).",1,verse=4 1 5 1 4 1 5 1 | chorus=1 4 1 5 1 4 1 5 1,Ernie Haase & Signature Sound The Plan Of Salvation - Get Away Jordan Album Version chords,,,,,,,
Fernandinho,Faz Chover - Acústica,5FPjAIOZoxboGvYkr7eawZ,6iAY2AyUZLSX3PWLIAfFZY,D,rock,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_1 vs chorus_2, similarity 0.29).",1,verse=1 5 6m 4 1/3 2m 5 4 5 1/3 4 1 5 1 5 6m 4 1/3 2m 5 4 5 1/3 4 1 5 | chorus=6m 4 1 5 6m 4 5 6m 4 1 5 6m 4 5 6m 4 1 5 6m 4 5 6m 4 1 5 6m 4 5,Fernandinho Faz Chover - Acústica chords,,,,,,,
Hillsong UNITED,Hosanna,5VlojXyAGM1q9ke2ybxrVT,74cb3MG0x0BOnYNW1uXYnM,D,alt-rock,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_1 vs chorus_4, similarity 0.33).",2,verse=6m 1 2m 3m 6m 1 2m 3m 6m 1 | chorus=2m 3m 6m 1 2m 3m | bridge=2m 5 1 6m 4 5 6m 5 4 5 1 6m 4 5 4,Hillsong UNITED Hosanna chords,,,,,,,
Israel & New Breed,Coritos Medley,72v6onwuKsqVBGHVd8PxRn,77HU1Zb1VDIFvWKteJii0E,C,gospel,sections_explicit,1,64,repeated_section_disagreement,"verse occurrences differ more than expected (verse_1 vs verse_2, similarity 0.00).",1,verse=5 1 5 1 5 1 5 1,Israel & New Breed Coritos Medley chords,,,,,,,
Israel & New Breed,No Turning Back - Live,5WrkOuMzNFkUkkIN8EkXqf,77HU1Zb1VDIFvWKteJii0E,F#,gospel,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_2 vs chorus_3, similarity 0.50).",1,verse=6m 6m 6m 6m 6m 6m 6m 6m 6m 6m 6m 6m 6m 4 2m | chorus=6m 4 6m 4 6m 4 6m 4 6m 2m b3 4 6m | bridge=4 6m 6m 5m 4 2m 2m 1/3 2m 6m 5m 4 6m 6m 5m 4 2m 4 2/#4 2m/5 6m,Israel & New Breed No Turning Back - Live chords,,,,,,,
Israel & New Breed,Speechless - Live,12GvQTsRWhVHu0fwJhkQdN,77HU1Zb1VDIFvWKteJii0E,A,gospel,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_4 vs chorus_5, similarity 0.57).",1,verse=1 5 1 5 1 5 1 5 6 1 5 1 5 1 5 6 1 5 | chorus=2m 1 1/6 5 2m 1 1/6 2m 1 1/6 | bridge=4 1 5 4 7 1 7 4 1 5 4 7 1 7,Israel & New Breed Speechless - Live chords,,,,,,,
Israel & New Breed,You've Won My Affection,6QZvsamyGWuuS8V1BHeH4y,77HU1Zb1VDIFvWKteJii0E,F,gospel,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_1 vs chorus_4, similarity 0.50).",1,verse=3m/6 5/7 1 3m/6 5/7 1 2m 1/3 1m/b3 1m/4 2m/5 | chorus=2m/5 6m 3 2m 2m/5 6m 3 2m 2m/5 4 1/3 2/#4 4 1/3 2/#4 1/4 1/3 2/#4 1/4,Israel & New Breed You've Won My Affection chords,,,,,,,
Israel Houghton,Alpha and Omega,0YyJOv91ckymoR28tK2wyz,7pUnaNwiKa3p27L1EwB4X6,C#,gospel,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_1 vs chorus_3, similarity 0.25).",2,verse=2 6/b2 2 6 2 6/b2 2 6 | chorus=2/#4 3/b6 6 2 2/#4 3/b6 6 2 6/b2 | bridge=6/b2 2 6/b2 2 3/b6 6 3/b6 6 6/b2 2 6/b2 2 3/b6 6 3/b6 6 b7/2 b3 b7/2 b3 4/6 b7 4/6 b7 b7/2 b3 b7/2 b3 4/6 b7 4/6 b7 7/b3 3 7/b3 3 #4/b7 7 #4,Israel Houghton Alpha and Omega chords,,,,,,,
Ivan Parker,I'll Do The Miracle,1hhdudN0CAhLWrA8ZY1x0U,30RlL4fdGuFhcBqqNUIPVe,Bb,gospel,sections_explicit,1,64,repeated_section_disagreement,"chorus occurrences differ more than expected (chorus_1 vs chorus_3, similarity 0.22).",1,verse=2m 1 5 1 2m 3m 4 1 4 5 6m 4 5 4 5 | chorus=1 5 6m 5 4 3m 2m 5 1 5 6m 1 4 1 2m 4 5 1,Ivan Parker I'll Do The Miracle chords,,,,,,,
